letter,startPosition,endPosition,timing,direction,blueMotionType,blueRotationDirection,blueSkewDir,blueStartLocation,blueEndLocation,redMotionType,redRotationDirection,redSkewDir,redStartLocation,redEndLocation,category
O,gamma9,zeta1,quarter,opp,pro,cw,+,e,sw,anti,cw,+,n,n,1
O,gamma9,eta7,quarter,opp,pro,cw,+,e,sw,anti,cw,-,n,w,1
O,gamma9,zeta9,quarter,opp,pro,cw,-,e,se,anti,cw,+,n,n,1
O,gamma9,zeta7,quarter,opp,pro,cw,-,e,se,anti,cw,-,n,w,1
O,gamma13,eta9,quarter,opp,pro,cw,+,w,ne,anti,cw,+,s,n,1
O,gamma13,zeta15,quarter,opp,pro,cw,+,w,ne,anti,cw,-,s,w,1
O,gamma13,eta1,quarter,opp,pro,cw,-,w,nw,anti,cw,+,s,n,1
O,gamma13,eta15,quarter,opp,pro,cw,-,w,nw,anti,cw,-,s,w,1
O,gamma11,eta1,quarter,opp,pro,cw,+,s,nw,anti,cw,+,e,n,1
O,gamma11,eta15,quarter,opp,pro,cw,+,s,nw,anti,cw,-,e,w,1
O,gamma11,zeta1,quarter,opp,pro,cw,-,s,sw,anti,cw,+,e,n,1
O,gamma11,eta7,quarter,opp,pro,cw,-,s,sw,anti,cw,-,e,w,1
P,gamma11,zeta9,quarter,opp,pro,ccw,+,s,se,pro,cw,+,e,n,1
P,gamma11,zeta7,quarter,opp,pro,ccw,+,s,se,pro,cw,-,e,w,1
P,gamma11,eta9,quarter,opp,pro,ccw,-,s,ne,pro,cw,+,e,n,1
P,gamma11,zeta15,quarter,opp,pro,ccw,-,s,ne,pro,cw,-,e,w,1
P,gamma13,zeta1,quarter,opp,pro,ccw,+,w,sw,pro,cw,+,s,n,1
P,gamma13,eta7,quarter,opp,pro,ccw,+,w,sw,pro,cw,-,s,w,1
P,gamma13,zeta9,quarter,opp,pro,ccw,-,w,se,pro,cw,+,s,n,1
P,gamma13,zeta7,quarter,opp,pro,ccw,-,w,se,pro,cw,-,s,w,1
P,gamma15,eta1,quarter,opp,pro,ccw,+,n,nw,pro,cw,+,w,n,1
P,gamma15,eta15,quarter,opp,pro,ccw,+,n,nw,pro,cw,-,w,w,1
P,gamma15,zeta1,quarter,opp,pro,ccw,-,n,sw,pro,cw,+,w,n,1
P,gamma15,eta7,quarter,opp,pro,ccw,-,n,sw,pro,cw,-,w,w,1
P,gamma9,eta9,quarter,opp,pro,ccw,+,e,ne,pro,cw,+,n,n,1
P,gamma9,zeta15,quarter,opp,pro,ccw,+,e,ne,pro,cw,-,n,w,1
P,gamma9,eta1,quarter,opp,pro,ccw,-,e,nw,pro,cw,+,n,n,1
P,gamma9,eta15,quarter,opp,pro,ccw,-,e,nw,pro,cw,-,n,w,1
P,gamma7,eta1,quarter,opp,pro,cw,+,s,nw,pro,ccw,+,w,n,1
P,gamma7,eta15,quarter,opp,pro,cw,+,s,nw,pro,ccw,-,w,w,1
P,gamma7,zeta1,quarter,opp,pro,cw,-,s,sw,pro,ccw,+,w,n,1
P,gamma7,eta7,quarter,opp,pro,cw,-,s,sw,pro,ccw,-,w,w,1
P,gamma1,eta9,quarter,opp,pro,cw,+,w,ne,pro,ccw,+,n,n,1
P,gamma1,zeta15,quarter,opp,pro,cw,+,w,ne,pro,ccw,-,n,w,1
P,gamma1,eta1,quarter,opp,pro,cw,-,w,nw,pro,ccw,+,n,n,1
P,gamma1,eta15,quarter,opp,pro,cw,-,w,nw,pro,ccw,-,n,w,1
P,gamma5,zeta1,quarter,opp,pro,cw,+,e,sw,pro,ccw,+,s,n,1
P,gamma5,eta7,quarter,opp,pro,cw,+,e,sw,pro,ccw,-,s,w,1
P,gamma5,zeta9,quarter,opp,pro,cw,-,e,se,pro,ccw,+,s,n,1
P,gamma5,zeta7,quarter,opp,pro,cw,-,e,se,pro,ccw,-,s,w,1
P,gamma3,zeta9,quarter,opp,pro,cw,+,n,se,pro,ccw,+,e,n,1
P,gamma3,zeta7,quarter,opp,pro,cw,+,n,se,pro,ccw,-,e,w,1
P,gamma3,eta9,quarter,opp,pro,cw,-,n,ne,pro,ccw,+,e,n,1
P,gamma3,zeta15,quarter,opp,pro,cw,-,n,ne,pro,ccw,-,e,w,1
Q,gamma11,zeta9,quarter,opp,anti,cw,+,s,se,anti,ccw,+,e,n,1
Q,gamma11,zeta7,quarter,opp,anti,cw,+,s,se,anti,ccw,-,e,w,1
Q,gamma11,eta9,quarter,opp,anti,cw,-,s,ne,anti,ccw,+,e,n,1
Q,gamma11,zeta15,quarter,opp,anti,cw,-,s,ne,anti,ccw,-,e,w,1
Q,gamma13,zeta1,quarter,opp,anti,cw,+,w,sw,anti,ccw,+,s,n,1
Q,gamma13,eta7,quarter,opp,anti,cw,+,w,sw,anti,ccw,-,s,w,1
Q,gamma13,zeta9,quarter,opp,anti,cw,-,w,se,anti,ccw,+,s,n,1
Q,gamma13,zeta7,quarter,opp,anti,cw,-,w,se,anti,ccw,-,s,w,1
Q,gamma15,eta1,quarter,opp,anti,cw,+,n,nw,anti,ccw,+,w,n,1
Q,gamma15,eta15,quarter,opp,anti,cw,+,n,nw,anti,ccw,-,w,w,1
Q,gamma15,zeta1,quarter,opp,anti,cw,-,n,sw,anti,ccw,+,w,n,1
Q,gamma15,eta7,quarter,opp,anti,cw,-,n,sw,anti,ccw,-,w,w,1
Q,gamma9,eta9,quarter,opp,anti,cw,+,e,ne,anti,ccw,+,n,n,1
Q,gamma9,zeta15,quarter,opp,anti,cw,+,e,ne,anti,ccw,-,n,w,1
Q,gamma9,eta1,quarter,opp,anti,cw,-,e,nw,anti,ccw,+,n,n,1
Q,gamma9,eta15,quarter,opp,anti,cw,-,e,nw,anti,ccw,-,n,w,1
Q,gamma7,eta1,quarter,opp,anti,ccw,+,s,nw,anti,cw,+,w,n,1
Q,gamma7,eta15,quarter,opp,anti,ccw,+,s,nw,anti,cw,-,w,w,1
Q,gamma7,zeta1,quarter,opp,anti,ccw,-,s,sw,anti,cw,+,w,n,1
Q,gamma7,eta7,quarter,opp,anti,ccw,-,s,sw,anti,cw,-,w,w,1
Q,gamma1,eta9,quarter,opp,anti,ccw,+,w,ne,anti,cw,+,n,n,1
Q,gamma1,zeta15,quarter,opp,anti,ccw,+,w,ne,anti,cw,-,n,w,1
Q,gamma1,eta1,quarter,opp,anti,ccw,-,w,nw,anti,cw,+,n,n,1
Q,gamma1,eta15,quarter,opp,anti,ccw,-,w,nw,anti,cw,-,n,w,1
Q,gamma5,zeta1,quarter,opp,anti,ccw,+,e,sw,anti,cw,+,s,n,1
Q,gamma5,eta7,quarter,opp,anti,ccw,+,e,sw,anti,cw,-,s,w,1
Q,gamma5,zeta9,quarter,opp,anti,ccw,-,e,se,anti,cw,+,s,n,1
Q,gamma5,zeta7,quarter,opp,anti,ccw,-,e,se,anti,cw,-,s,w,1
Q,gamma3,zeta9,quarter,opp,anti,ccw,+,n,se,anti,cw,+,e,n,1
Q,gamma3,zeta7,quarter,opp,anti,ccw,+,n,se,anti,cw,-,e,w,1
Q,gamma3,eta9,quarter,opp,anti,ccw,-,n,ne,anti,cw,+,e,n,1
Q,gamma3,zeta15,quarter,opp,anti,ccw,-,n,ne,anti,cw,-,e,w,1
R,gamma11,zeta9,quarter,opp,anti,cw,+,s,se,pro,cw,+,e,n,1
R,gamma11,zeta7,quarter,opp,anti,cw,+,s,se,pro,cw,-,e,w,1
R,gamma11,eta9,quarter,opp,anti,cw,-,s,ne,pro,cw,+,e,n,1
R,gamma11,zeta15,quarter,opp,anti,cw,-,s,ne,pro,cw,-,e,w,1
R,gamma13,zeta1,quarter,opp,anti,cw,+,w,sw,pro,cw,+,s,n,1
R,gamma13,eta7,quarter,opp,anti,cw,+,w,sw,pro,cw,-,s,w,1
R,gamma13,zeta9,quarter,opp,anti,cw,-,w,se,pro,cw,+,s,n,1
R,gamma13,zeta7,quarter,opp,anti,cw,-,w,se,pro,cw,-,s,w,1
R,gamma15,eta1,quarter,opp,anti,cw,+,n,nw,pro,cw,+,w,n,1
R,gamma15,eta15,quarter,opp,anti,cw,+,n,nw,pro,cw,-,w,w,1
R,gamma15,zeta1,quarter,opp,anti,cw,-,n,sw,pro,cw,+,w,n,1
R,gamma15,eta7,quarter,opp,anti,cw,-,n,sw,pro,cw,-,w,w,1
R,gamma9,eta9,quarter,opp,anti,cw,+,e,ne,pro,cw,+,n,n,1
R,gamma9,zeta15,quarter,opp,anti,cw,+,e,ne,pro,cw,-,n,w,1
R,gamma9,eta1,quarter,opp,anti,cw,-,e,nw,pro,cw,+,n,n,1
R,gamma9,eta15,quarter,opp,anti,cw,-,e,nw,pro,cw,-,n,w,1
R,gamma7,eta1,quarter,opp,anti,ccw,+,s,nw,pro,ccw,+,w,n,1
R,gamma7,eta15,quarter,opp,anti,ccw,+,s,nw,pro,ccw,-,w,w,1
R,gamma7,zeta1,quarter,opp,anti,ccw,-,s,sw,pro,ccw,+,w,n,1
R,gamma7,eta7,quarter,opp,anti,ccw,-,s,sw,pro,ccw,-,w,w,1
R,gamma1,eta9,quarter,opp,anti,ccw,+,w,ne,pro,ccw,+,n,n,1
R,gamma1,zeta15,quarter,opp,anti,ccw,+,w,ne,pro,ccw,-,n,w,1
R,gamma1,eta1,quarter,opp,anti,ccw,-,w,nw,pro,ccw,+,n,n,1
R,gamma1,eta15,quarter,opp,anti,ccw,-,w,nw,pro,ccw,-,n,w,1
R,gamma5,zeta1,quarter,opp,anti,ccw,+,e,sw,pro,ccw,+,s,n,1
R,gamma5,eta7,quarter,opp,anti,ccw,+,e,sw,pro,ccw,-,s,w,1
R,gamma5,zeta9,quarter,opp,anti,ccw,-,e,se,pro,ccw,+,s,n,1
R,gamma5,zeta7,quarter,opp,anti,ccw,-,e,se,pro,ccw,-,s,w,1
R,gamma3,zeta9,quarter,opp,anti,ccw,+,n,se,pro,ccw,+,e,n,1
R,gamma3,zeta7,quarter,opp,anti,ccw,+,n,se,pro,ccw,-,e,w,1
R,gamma3,eta9,quarter,opp,anti,ccw,-,n,ne,pro,ccw,+,e,n,1
R,gamma3,zeta15,quarter,opp,anti,ccw,-,n,ne,pro,ccw,-,e,w,1
R,gamma11,zeta9,quarter,opp,pro,ccw,+,s,se,anti,ccw,+,e,n,1
R,gamma11,zeta7,quarter,opp,pro,ccw,+,s,se,anti,ccw,-,e,w,1
R,gamma11,eta9,quarter,opp,pro,ccw,-,s,ne,anti,ccw,+,e,n,1
R,gamma11,zeta15,quarter,opp,pro,ccw,-,s,ne,anti,ccw,-,e,w,1
R,gamma13,zeta1,quarter,opp,pro,ccw,+,w,sw,anti,ccw,+,s,n,1
R,gamma13,eta7,quarter,opp,pro,ccw,+,w,sw,anti,ccw,-,s,w,1
R,gamma13,zeta9,quarter,opp,pro,ccw,-,w,se,anti,ccw,+,s,n,1
R,gamma13,zeta7,quarter,opp,pro,ccw,-,w,se,anti,ccw,-,s,w,1
R,gamma15,eta1,quarter,opp,pro,ccw,+,n,nw,anti,ccw,+,w,n,1
R,gamma15,eta15,quarter,opp,pro,ccw,+,n,nw,anti,ccw,-,w,w,1
R,gamma15,zeta1,quarter,opp,pro,ccw,-,n,sw,anti,ccw,+,w,n,1
R,gamma15,eta7,quarter,opp,pro,ccw,-,n,sw,anti,ccw,-,w,w,1
R,gamma9,eta9,quarter,opp,pro,ccw,+,e,ne,anti,ccw,+,n,n,1
R,gamma9,zeta15,quarter,opp,pro,ccw,+,e,ne,anti,ccw,-,n,w,1
R,gamma9,eta1,quarter,opp,pro,ccw,-,e,nw,anti,ccw,+,n,n,1
R,gamma9,eta15,quarter,opp,pro,ccw,-,e,nw,anti,ccw,-,n,w,1
R,gamma7,eta1,quarter,opp,pro,cw,+,s,nw,anti,cw,+,w,n,1
R,gamma7,eta15,quarter,opp,pro,cw,+,s,nw,anti,cw,-,w,w,1
R,gamma7,zeta1,quarter,opp,pro,cw,-,s,sw,anti,cw,+,w,n,1
R,gamma7,eta7,quarter,opp,pro,cw,-,s,sw,anti,cw,-,w,w,1
R,gamma1,eta9,quarter,opp,pro,cw,+,w,ne,anti,cw,+,n,n,1
R,gamma1,zeta15,quarter,opp,pro,cw,+,w,ne,anti,cw,-,n,w,1
R,gamma1,eta1,quarter,opp,pro,cw,-,w,nw,anti,cw,+,n,n,1
R,gamma1,eta15,quarter,opp,pro,cw,-,w,nw,anti,cw,-,n,w,1
R,gamma5,zeta1,quarter,opp,pro,cw,+,e,sw,anti,cw,+,s,n,1
R,gamma5,eta7,quarter,opp,pro,cw,+,e,sw,anti,cw,-,s,w,1
R,gamma5,zeta9,quarter,opp,pro,cw,-,e,se,anti,cw,+,s,n,1
R,gamma5,zeta7,quarter,opp,pro,cw,-,e,se,anti,cw,-,s,w,1
R,gamma3,zeta9,quarter,opp,pro,cw,+,n,se,anti,cw,+,e,n,1
R,gamma3,zeta7,quarter,opp,pro,cw,+,n,se,anti,cw,-,e,w,1
R,gamma3,eta9,quarter,opp,pro,cw,-,n,ne,anti,cw,+,e,n,1
R,gamma3,zeta15,quarter,opp,pro,cw,-,n,ne,anti,cw,-,e,w,1
S,gamma3,zeta9,quarter,same,pro,cw,+,n,se,pro,cw,+,e,n,1
S,gamma3,zeta7,quarter,same,pro,cw,+,n,se,pro,cw,-,e,w,1
S,gamma3,eta9,quarter,same,pro,cw,-,n,ne,pro,cw,+,e,n,1
S,gamma3,zeta15,quarter,same,pro,cw,-,n,ne,pro,cw,-,e,w,1
S,gamma5,zeta1,quarter,same,pro,cw,+,e,sw,pro,cw,+,s,n,1
S,gamma5,eta7,quarter,same,pro,cw,+,e,sw,pro,cw,-,s,w,1
S,gamma5,zeta9,quarter,same,pro,cw,-,e,se,pro,cw,+,s,n,1
S,gamma5,zeta7,quarter,same,pro,cw,-,e,se,pro,cw,-,s,w,1
S,gamma7,eta1,quarter,same,pro,cw,+,s,nw,pro,cw,+,w,n,1
S,gamma7,eta15,quarter,same,pro,cw,+,s,nw,pro,cw,-,w,w,1
S,gamma7,zeta1,quarter,same,pro,cw,-,s,sw,pro,cw,+,w,n,1
S,gamma7,eta7,quarter,same,pro,cw,-,s,sw,pro,cw,-,w,w,1
S,gamma1,eta9,quarter,same,pro,cw,+,w,ne,pro,cw,+,n,n,1
S,gamma1,zeta15,quarter,same,pro,cw,+,w,ne,pro,cw,-,n,w,1
S,gamma1,eta1,quarter,same,pro,cw,-,w,nw,pro,cw,+,n,n,1
S,gamma1,eta15,quarter,same,pro,cw,-,w,nw,pro,cw,-,n,w,1
S,gamma15,eta1,quarter,same,pro,ccw,+,n,nw,pro,ccw,+,w,n,1
S,gamma15,eta15,quarter,same,pro,ccw,+,n,nw,pro,ccw,-,w,w,1
S,gamma15,zeta1,quarter,same,pro,ccw,-,n,sw,pro,ccw,+,w,n,1
S,gamma15,eta7,quarter,same,pro,ccw,-,n,sw,pro,ccw,-,w,w,1
S,gamma9,eta9,quarter,same,pro,ccw,+,e,ne,pro,ccw,+,n,n,1
S,gamma9,zeta15,quarter,same,pro,ccw,+,e,ne,pro,ccw,-,n,w,1
S,gamma9,eta1,quarter,same,pro,ccw,-,e,nw,pro,ccw,+,n,n,1
S,gamma9,eta15,quarter,same,pro,ccw,-,e,nw,pro,ccw,-,n,w,1
S,gamma13,zeta1,quarter,same,pro,ccw,+,w,sw,pro,ccw,+,s,n,1
S,gamma13,eta7,quarter,same,pro,ccw,+,w,sw,pro,ccw,-,s,w,1
S,gamma13,zeta9,quarter,same,pro,ccw,-,w,se,pro,ccw,+,s,n,1
S,gamma13,zeta7,quarter,same,pro,ccw,-,w,se,pro,ccw,-,s,w,1
S,gamma11,zeta9,quarter,same,pro,ccw,+,s,se,pro,ccw,+,e,n,1
S,gamma11,zeta7,quarter,same,pro,ccw,+,s,se,pro,ccw,-,e,w,1
S,gamma11,eta9,quarter,same,pro,ccw,-,s,ne,pro,ccw,+,e,n,1
S,gamma11,zeta15,quarter,same,pro,ccw,-,s,ne,pro,ccw,-,e,w,1
S,gamma11,eta1,quarter,same,pro,cw,+,s,nw,pro,cw,+,e,n,1
S,gamma11,eta15,quarter,same,pro,cw,+,s,nw,pro,cw,-,e,w,1
S,gamma11,zeta1,quarter,same,pro,cw,-,s,sw,pro,cw,+,e,n,1
S,gamma11,eta7,quarter,same,pro,cw,-,s,sw,pro,cw,-,e,w,1
S,gamma13,eta9,quarter,same,pro,cw,+,w,ne,pro,cw,+,s,n,1
S,gamma13,zeta15,quarter,same,pro,cw,+,w,ne,pro,cw,-,s,w,1
S,gamma13,eta1,quarter,same,pro,cw,-,w,nw,pro,cw,+,s,n,1
S,gamma13,eta15,quarter,same,pro,cw,-,w,nw,pro,cw,-,s,w,1
S,gamma15,zeta9,quarter,same,pro,cw,+,n,se,pro,cw,+,w,n,1
S,gamma15,zeta7,quarter,same,pro,cw,+,n,se,pro,cw,-,w,w,1
S,gamma15,eta9,quarter,same,pro,cw,-,n,ne,pro,cw,+,w,n,1
S,gamma15,zeta15,quarter,same,pro,cw,-,n,ne,pro,cw,-,w,w,1
S,gamma9,zeta1,quarter,same,pro,cw,+,e,sw,pro,cw,+,n,n,1
S,gamma9,eta7,quarter,same,pro,cw,+,e,sw,pro,cw,-,n,w,1
S,gamma9,zeta9,quarter,same,pro,cw,-,e,se,pro,cw,+,n,n,1
S,gamma9,zeta7,quarter,same,pro,cw,-,e,se,pro,cw,-,n,w,1
S,gamma7,zeta9,quarter,same,pro,ccw,+,s,se,pro,ccw,+,w,n,1
S,gamma7,zeta7,quarter,same,pro,ccw,+,s,se,pro,ccw,-,w,w,1
S,gamma7,eta9,quarter,same,pro,ccw,-,s,ne,pro,ccw,+,w,n,1
S,gamma7,zeta15,quarter,same,pro,ccw,-,s,ne,pro,ccw,-,w,w,1
S,gamma1,zeta1,quarter,same,pro,ccw,+,w,sw,pro,ccw,+,n,n,1
S,gamma1,eta7,quarter,same,pro,ccw,+,w,sw,pro,ccw,-,n,w,1
S,gamma1,zeta9,quarter,same,pro,ccw,-,w,se,pro,ccw,+,n,n,1
S,gamma1,zeta7,quarter,same,pro,ccw,-,w,se,pro,ccw,-,n,w,1
S,gamma5,eta9,quarter,same,pro,ccw,+,e,ne,pro,ccw,+,s,n,1
S,gamma5,zeta15,quarter,same,pro,ccw,+,e,ne,pro,ccw,-,s,w,1
S,gamma5,eta1,quarter,same,pro,ccw,-,e,nw,pro,ccw,+,s,n,1
S,gamma5,eta15,quarter,same,pro,ccw,-,e,nw,pro,ccw,-,s,w,1
S,gamma3,eta1,quarter,same,pro,ccw,+,n,nw,pro,ccw,+,e,n,1
S,gamma3,eta15,quarter,same,pro,ccw,+,n,nw,pro,ccw,-,e,w,1
S,gamma3,zeta1,quarter,same,pro,ccw,-,n,sw,pro,ccw,+,e,n,1
S,gamma3,eta7,quarter,same,pro,ccw,-,n,sw,pro,ccw,-,e,w,1
T,gamma3,zeta9,quarter,same,anti,ccw,+,n,se,anti,ccw,+,e,n,1
T,gamma3,zeta7,quarter,same,anti,ccw,+,n,se,anti,ccw,-,e,w,1
T,gamma3,eta9,quarter,same,anti,ccw,-,n,ne,anti,ccw,+,e,n,1
T,gamma3,zeta15,quarter,same,anti,ccw,-,n,ne,anti,ccw,-,e,w,1
T,gamma5,zeta1,quarter,same,anti,ccw,+,e,sw,anti,ccw,+,s,n,1
T,gamma5,eta7,quarter,same,anti,ccw,+,e,sw,anti,ccw,-,s,w,1
T,gamma5,zeta9,quarter,same,anti,ccw,-,e,se,anti,ccw,+,s,n,1
T,gamma5,zeta7,quarter,same,anti,ccw,-,e,se,anti,ccw,-,s,w,1
T,gamma7,eta1,quarter,same,anti,ccw,+,s,nw,anti,ccw,+,w,n,1
T,gamma7,eta15,quarter,same,anti,ccw,+,s,nw,anti,ccw,-,w,w,1
T,gamma7,zeta1,quarter,same,anti,ccw,-,s,sw,anti,ccw,+,w,n,1
T,gamma7,eta7,quarter,same,anti,ccw,-,s,sw,anti,ccw,-,w,w,1
T,gamma1,eta9,quarter,same,anti,ccw,+,w,ne,anti,ccw,+,n,n,1
T,gamma1,zeta15,quarter,same,anti,ccw,+,w,ne,anti,ccw,-,n,w,1
T,gamma1,eta1,quarter,same,anti,ccw,-,w,nw,anti,ccw,+,n,n,1
T,gamma1,eta15,quarter,same,anti,ccw,-,w,nw,anti,ccw,-,n,w,1
T,gamma15,eta1,quarter,same,anti,cw,+,n,nw,anti,cw,+,w,n,1
T,gamma15,eta15,quarter,same,anti,cw,+,n,nw,anti,cw,-,w,w,1
T,gamma15,zeta1,quarter,same,anti,cw,-,n,sw,anti,cw,+,w,n,1
T,gamma15,eta7,quarter,same,anti,cw,-,n,sw,anti,cw,-,w,w,1
T,gamma9,eta9,quarter,same,anti,cw,+,e,ne,anti,cw,+,n,n,1
T,gamma9,zeta15,quarter,same,anti,cw,+,e,ne,anti,cw,-,n,w,1
T,gamma9,eta1,quarter,same,anti,cw,-,e,nw,anti,cw,+,n,n,1
T,gamma9,eta15,quarter,same,anti,cw,-,e,nw,anti,cw,-,n,w,1
T,gamma13,zeta1,quarter,same,anti,cw,+,w,sw,anti,cw,+,s,n,1
T,gamma13,eta7,quarter,same,anti,cw,+,w,sw,anti,cw,-,s,w,1
T,gamma13,zeta9,quarter,same,anti,cw,-,w,se,anti,cw,+,s,n,1
T,gamma13,zeta7,quarter,same,anti,cw,-,w,se,anti,cw,-,s,w,1
T,gamma11,zeta9,quarter,same,anti,cw,+,s,se,anti,cw,+,e,n,1
T,gamma11,zeta7,quarter,same,anti,cw,+,s,se,anti,cw,-,e,w,1
T,gamma11,eta9,quarter,same,anti,cw,-,s,ne,anti,cw,+,e,n,1
T,gamma11,zeta15,quarter,same,anti,cw,-,s,ne,anti,cw,-,e,w,1
T,gamma11,eta1,quarter,same,anti,ccw,+,s,nw,anti,ccw,+,e,n,1
T,gamma11,eta15,quarter,same,anti,ccw,+,s,nw,anti,ccw,-,e,w,1
T,gamma11,zeta1,quarter,same,anti,ccw,-,s,sw,anti,ccw,+,e,n,1
T,gamma11,eta7,quarter,same,anti,ccw,-,s,sw,anti,ccw,-,e,w,1
T,gamma13,eta9,quarter,same,anti,ccw,+,w,ne,anti,ccw,+,s,n,1
T,gamma13,zeta15,quarter,same,anti,ccw,+,w,ne,anti,ccw,-,s,w,1
T,gamma13,eta1,quarter,same,anti,ccw,-,w,nw,anti,ccw,+,s,n,1
T,gamma13,eta15,quarter,same,anti,ccw,-,w,nw,anti,ccw,-,s,w,1
T,gamma15,zeta9,quarter,same,anti,ccw,+,n,se,anti,ccw,+,w,n,1
T,gamma15,zeta7,quarter,same,anti,ccw,+,n,se,anti,ccw,-,w,w,1
T,gamma15,eta9,quarter,same,anti,ccw,-,n,ne,anti,ccw,+,w,n,1
T,gamma15,zeta15,quarter,same,anti,ccw,-,n,ne,anti,ccw,-,w,w,1
T,gamma9,zeta1,quarter,same,anti,ccw,+,e,sw,anti,ccw,+,n,n,1
T,gamma9,eta7,quarter,same,anti,ccw,+,e,sw,anti,ccw,-,n,w,1
T,gamma9,zeta9,quarter,same,anti,ccw,-,e,se,anti,ccw,+,n,n,1
T,gamma9,zeta7,quarter,same,anti,ccw,-,e,se,anti,ccw,-,n,w,1
T,gamma7,zeta9,quarter,same,anti,cw,+,s,se,anti,cw,+,w,n,1
T,gamma7,zeta7,quarter,same,anti,cw,+,s,se,anti,cw,-,w,w,1
T,gamma7,eta9,quarter,same,anti,cw,-,s,ne,anti,cw,+,w,n,1
T,gamma7,zeta15,quarter,same,anti,cw,-,s,ne,anti,cw,-,w,w,1
T,gamma1,zeta1,quarter,same,anti,cw,+,w,sw,anti,cw,+,n,n,1
T,gamma1,eta7,quarter,same,anti,cw,+,w,sw,anti,cw,-,n,w,1
T,gamma1,zeta9,quarter,same,anti,cw,-,w,se,anti,cw,+,n,n,1
T,gamma1,zeta7,quarter,same,anti,cw,-,w,se,anti,cw,-,n,w,1
T,gamma5,eta9,quarter,same,anti,cw,+,e,ne,anti,cw,+,s,n,1
T,gamma5,zeta15,quarter,same,anti,cw,+,e,ne,anti,cw,-,s,w,1
T,gamma5,eta1,quarter,same,anti,cw,-,e,nw,anti,cw,+,s,n,1
T,gamma5,eta15,quarter,same,anti,cw,-,e,nw,anti,cw,-,s,w,1
T,gamma3,eta1,quarter,same,anti,cw,+,n,nw,anti,cw,+,e,n,1
T,gamma3,eta15,quarter,same,anti,cw,+,n,nw,anti,cw,-,e,w,1
T,gamma3,zeta1,quarter,same,anti,cw,-,n,sw,anti,cw,+,e,n,1
T,gamma3,eta7,quarter,same,anti,cw,-,n,sw,anti,cw,-,e,w,1
U,gamma11,eta1,quarter,same,pro,cw,+,s,nw,anti,ccw,+,e,n,1
U,gamma11,eta15,quarter,same,pro,cw,+,s,nw,anti,ccw,-,e,w,1
U,gamma11,zeta1,quarter,same,pro,cw,-,s,sw,anti,ccw,+,e,n,1
U,gamma11,eta7,quarter,same,pro,cw,-,s,sw,anti,ccw,-,e,w,1
U,gamma13,eta9,quarter,same,pro,cw,+,w,ne,anti,ccw,+,s,n,1
U,gamma13,zeta15,quarter,same,pro,cw,+,w,ne,anti,ccw,-,s,w,1
U,gamma13,eta1,quarter,same,pro,cw,-,w,nw,anti,ccw,+,s,n,1
U,gamma13,eta15,quarter,same,pro,cw,-,w,nw,anti,ccw,-,s,w,1
U,gamma15,zeta9,quarter,same,pro,cw,+,n,se,anti,ccw,+,w,n,1
U,gamma15,zeta7,quarter,same,pro,cw,+,n,se,anti,ccw,-,w,w,1
U,gamma15,eta9,quarter,same,pro,cw,-,n,ne,anti,ccw,+,w,n,1
U,gamma15,zeta15,quarter,same,pro,cw,-,n,ne,anti,ccw,-,w,w,1
U,gamma9,zeta1,quarter,same,pro,cw,+,e,sw,anti,ccw,+,n,n,1
U,gamma9,eta7,quarter,same,pro,cw,+,e,sw,anti,ccw,-,n,w,1
U,gamma9,zeta9,quarter,same,pro,cw,-,e,se,anti,ccw,+,n,n,1
U,gamma9,zeta7,quarter,same,pro,cw,-,e,se,anti,ccw,-,n,w,1
U,gamma3,zeta9,quarter,same,anti,ccw,+,n,se,pro,cw,+,e,n,1
U,gamma3,zeta7,quarter,same,anti,ccw,+,n,se,pro,cw,-,e,w,1
U,gamma3,eta9,quarter,same,anti,ccw,-,n,ne,pro,cw,+,e,n,1
U,gamma3,zeta15,quarter,same,anti,ccw,-,n,ne,pro,cw,-,e,w,1
U,gamma5,zeta1,quarter,same,anti,ccw,+,e,sw,pro,cw,+,s,n,1
U,gamma5,eta7,quarter,same,anti,ccw,+,e,sw,pro,cw,-,s,w,1
U,gamma5,zeta9,quarter,same,anti,ccw,-,e,se,pro,cw,+,s,n,1
U,gamma5,zeta7,quarter,same,anti,ccw,-,e,se,pro,cw,-,s,w,1
U,gamma7,eta1,quarter,same,anti,ccw,+,s,nw,pro,cw,+,w,n,1
U,gamma7,eta15,quarter,same,anti,ccw,+,s,nw,pro,cw,-,w,w,1
U,gamma7,zeta1,quarter,same,anti,ccw,-,s,sw,pro,cw,+,w,n,1
U,gamma7,eta7,quarter,same,anti,ccw,-,s,sw,pro,cw,-,w,w,1
U,gamma1,eta9,quarter,same,anti,ccw,+,w,ne,pro,cw,+,n,n,1
U,gamma1,zeta15,quarter,same,anti,ccw,+,w,ne,pro,cw,-,n,w,1
U,gamma1,eta1,quarter,same,anti,ccw,-,w,nw,pro,cw,+,n,n,1
U,gamma1,eta15,quarter,same,anti,ccw,-,w,nw,pro,cw,-,n,w,1
U,gamma7,zeta9,quarter,same,pro,ccw,+,s,se,anti,cw,+,w,n,1
U,gamma7,zeta7,quarter,same,pro,ccw,+,s,se,anti,cw,-,w,w,1
U,gamma7,eta9,quarter,same,pro,ccw,-,s,ne,anti,cw,+,w,n,1
